ID,SIGHTING_DATE,CITY_STATE,COUNTRY_CODE,SHAPE,DURATION,DATE_POSTED
1563,20/08/2011,cheshire (uk/england),gb,sphere,60,21/08/2011
1564,21/08/1998,glastonbury (uk/england),gb,sphere,300,19/03/2009
1565,21/08/2005,derby (uk/england),gb,egg,30,11/10/2005
1566,21/08/2006,guildford (uk/england),gb,circle,30,30/10/2006
1567,21/08/2006,hope (uk/england),gb,light,180,30/10/2006
1568,21/08/2006,edinburgh (uk/scotland),gb,light,40,30/10/2006
1569,21/08/2009,baildon (uk/england),gb,unknown,120,27/08/2009
1570,21/08/2011,london (uk/england),gb,teardrop,120,21/08/2011
1630,22/08/2005,doncaster (south yorkshire) (uk/england),gb,sphere,600,11/10/2005
1631,22/08/2006,glasgow (outside of) (uk/scotland),gb,circle,30,30/10/2006
1632,22/08/2009,northampton (uk/england),gb,light,600,27/08/2009
1633,22/08/2009,coalville (uk/england),gb,other,100,27/08/2009
1677,23/08/2000,burgess hill (uk/england),gb,formation,1800,17/09/2000
1678,23/08/2002,blackpool (uk/england),gb,,300,28/08/2002
1679,23/08/2008,cambridgeshire (uk/england),gb,other,480,31/10/2008
1680,23/08/2011,lancashire (uk/england),gb,circle,1200,10/10/2011
1681,24/08/2001,london (uk/england),gb,circle,6,05/12/2001
1682,24/08/2005,mansfield (uk/england),gb,disk,300,11/10/2005
1683,24/08/2005,broadway (uk/england),gb,unknown,2,11/10/2005
1684,25/08/1995,haslemere (uk/england),gb,teardrop,10,15/05/2006
1685,25/08/2000,bootle (uk/england),gb,triangle,900,17/09/2000
1686,25/08/2003,coventry (uk/england),gb,other,180,17/09/2003
1687,25/08/2003,southampton (uk/england),gb,circle,30,28/08/2003
1688,25/08/2006,cardiff (uk/wales),gb,triangle,40,30/10/2006
1689,25/08/2007,tonbridge (uk/england),gb,sphere,360,08/10/2007
1690,25/08/2013,great yarmouth (uk/england),gb,sphere,4,02/12/2013
1691,26/08/2001,ipswich (suffolk) (uk/england),gb,,60,12/10/2001
1692,26/08/2006,essex (uk/england),gb,fireball,240,30/10/2006
1693,26/08/2007,liverpool (uk/england),gb,light,10,08/10/2007
1694,26/08/2007,milton keynes (uk/england),gb,formation,240,08/10/2007
1695,27/08/2000,london (sw8.4jq) (uk/england),gb,triangle,900,02/12/2000
1696,27/08/2002,cardiff (near) (uk/wales),gb,light,3600,13/09/2002
1697,27/08/2006,blackpool (uk/england),gb,light,30,30/10/2006
1698,27/08/2011,henham (near stansted airport) (uk/england),gb,sphere,2700,10/10/2011
1699,27/08/2011,horley (uk/england),gb,triangle,7200,10/10/2011
1700,28/08/1992,yorkshire (south) (uk/england),gb,oval,300,05/08/2001
1701,28/08/2000,bracknell (uk/england),gb,light,20,17/09/2000
1702,28/08/2001,nottingham (uk/england),gb,other,3,12/10/2001
1703,28/08/2002,plymouth (near) (uk/england),gb,flash,10,06/09/2002
1704,28/08/2007,liverpool (uk/england),gb,rectangle,40,08/10/2007
1705,28/08/2009,altrincham (uk/england),gb,fireball,180,12/12/2009
1706,28/08/2012,york (uk/england),gb,light,2400,24/09/2012
1707,29/08/1999,salford (uk/england),gb,changing,600,31/01/2004
1708,29/08/2001,nottingham (uk/england),gb,egg,12,12/10/2001
1709,29/08/2003,middlesbrough (uk/england),gb,unknown,40,04/09/2003
1710,29/08/2004,london (uk/england),gb,sphere,30,01/09/2004
1711,29/08/2005,essex (uk/england),gb,circle,600,11/10/2005
1712,29/08/2009,bradford (uk/england),gb,,60,12/12/2009
1713,29/08/2009,newcastle upon tyne (uk/england),gb,circle,2400,12/12/2009
1714,29/08/2009,worcester (uk/england),gb,circle,600,12/12/2009
1715,29/08/2011,woodhall spa (uk/england),gb,light,300,10/10/2011
1716,29/08/2013,nottingham (uk/england),gb,light,60,30/08/2013
1717,29/08/2013,kingswinford (uk/england),gb,,180,30/08/2013
1728,03/08/1997,darvel (uk/scotland),gb,disk,86400,14/02/2006
1729,03/08/2002,morecambe (uk/england),gb,light,1200,16/08/2002
1730,03/08/2003,london (uk/england),gb,sphere,900,04/08/2003
1731,03/08/2003,kent (uk/england),gb,light,300,04/08/2003
1732,03/08/2004,middlesbrough (uk/england),gb,chevron,180,27/10/2004
1733,03/08/2005,london (uk/england),gb,circle,60,11/10/2005
1734,03/08/2008,north yorkshire (uk/england),gb,oval,5,31/10/2008
1718,30/08/1978,bristol (uk/england),gb,cigar,240,04/09/2003
1719,30/08/1980,llandudno (uk/wales),gb,circle,900,11/07/2000
1720,30/08/2000,southampton (uk/england),gb,triangle,300,17/09/2000
1721,30/08/2004,glasgow (uk/scotland),gb,unknown,34,01/02/2007
1722,30/08/2005,london (uk/england),gb,triangle,60,11/10/2005
1723,30/08/2005,coventry (uk/england),gb,chevron,10,11/10/2005
1724,30/08/2010,annalong (uk/england),gb,fireball,300,30/08/2010
1725,31/08/2000,northampton (uk/england),gb,triangle,600,17/09/2000
1726,31/08/2003,basingstoke (uk/england),gb,cigar,1200,04/09/2003
1727,31/08/2005,plymouth (uk/england),gb,,60,11/10/2005
1735,04/08/2001,worthing (uk/england),gb,diamond,3600,05/08/2001
1736,04/08/2003,banbury (near) (uk/england),gb,rectangle,60,28/08/2003
1737,04/08/2006,nelson (uk/england),gb,formation,1200,30/10/2006
1738,04/08/2007,worthing (uk/england),gb,circle,300,07/08/2007
1739,04/08/2008,ingoldmells (uk/england),gb,unknown,2,31/10/2008
1634,05/08/2006,london (uk/england),gb,circle,10,30/10/2006
1635,05/08/2010,falkirk (uk/scotland),gb,circle,120,24/08/2010
1636,05/08/2013,cardigan (uk/wales),gb,sphere,240,30/08/2013
1637,06/08/2004,hampshire (uk/england),gb,unknown,60,11/08/2004
1638,06/08/2005,st. austell (uk/england),gb,circle,2,02/09/2005
1639,06/08/2010,london (uk/england),gb,rectangle,60,24/08/2010
1640,07/08/2004,chingford (london) (uk/england),gb,circle,1800,01/09/2004
1641,07/08/2004,manchester (uk/england),gb,oval,300,11/08/2004
1642,07/08/2008,grangemouth (uk/scotland),gb,light,600,12/08/2008
1643,07/08/2010,larkhall (uk/scotland),gb,fireball,1200,24/08/2010
1644,07/08/2013,lincoln (lincolnshire) (uk/england),gb,other,90,30/08/2013
1645,08/08/1967,oxford (uk/england),gb,unknown,2400,11/08/2004
1646,08/08/1996,gloucester (uk/england),gb,sphere,5,20/11/2001
1647,08/08/1997,tadley (uk/england),gb,circle,2400,02/12/2000
1648,08/08/2000,edinburgh (over) (uk/scotland),gb,,900,17/09/2000
1649,08/08/2002,nottingham (uk/england),gb,other,240,31/01/2004
1650,08/08/2005,london (epping) (uk/england),gb,changing,240,02/09/2005
1651,08/08/2007,swinton (uk/england),gb,diamond,20,14/08/2007
1652,08/08/2009,doncaster (uk/england),gb,light,40,27/08/2009
1653,08/08/2009,doncaster (uk/england),gb,light,40,27/08/2009
1654,08/08/2009,nottingham (uk/england),gb,fireball,600,27/08/2009
1655,08/08/2011,kingston upon hull (uk/england),gb,light,600,07/08/2011
1656,09/08/1995,bournemouth (uk/england),gb,sphere,8,16/11/2002
1657,09/08/2002,liverpool (uk/england),gb,sphere,300,16/08/2002
1658,09/08/2003,doncaster (uk/england),gb,chevron,5,28/08/2003
1659,09/08/2008,alton (hampshire) (uk/england),gb,light,60,12/08/2008
1660,09/08/2009,watton (uk/england),gb,sphere,30,27/08/2009
1661,09/08/2009,llanelli (uk/wales),gb,other,600,27/08/2009
1671,01/09/1999,middlesbrough (uk/england),gb,teardrop,600,11/03/2006
1672,01/09/2000,london (uk/england),gb,disk,7200,05/01/2011
1673,01/09/2001,blackburn (uk/england),gb,egg,7200,12/10/2001
1674,01/09/2002,leeds (uk/england),gb,diamond,30,17/10/2003
1675,01/09/2002,norwich (uk/england),gb,oval,300,06/09/2002
1676,01/09/2006,lancaster (cantsfield) (uk/england),gb,light,600,30/10/2006
1662,10/09/2002,peterborough (uk/england),gb,egg,4,04/03/2003
1663,10/09/2003,bonnybridge (uk/scotland),gb,other,180,12/09/2003
1664,10/09/2004,llandeilo (uk/wales),gb,unknown,120,29/09/2004
1665,10/09/2006,bristol (uk/england),gb,oval,5,30/10/2006
1666,10/09/2007,manchester (uk/england),gb,formation,30,08/10/2007
1667,11/09/1978,reading (uk/england),gb,light,45,20/11/2001
1668,11/09/2009,manchester (uk/england),gb,oval,60,12/12/2009
1669,11/09/2009,preston (uk/england),gb,unknown,5,12/12/2009
1670,11/09/2010,south yorkshire (uk/england),gb,disk,10,21/11/2010
1740,12/09/2004,andover (uk/england),gb,triangle,300,29/09/2004
1741,12/09/2009,swindon (uk/england),gb,fireball,180,12/12/2009
1742,12/09/2009,manchester (uk/england),gb,circle,5,12/12/2009
1743,12/09/2009,lincoln (uk/england),gb,fireball,60,12/12/2009
1744,12/09/2010,bradford (west yorkshire) (uk/england),gb,circle,360,21/11/2010
1803,13/09/2002,london (uk/england),gb,changing,1200,19/09/2002
1804,13/09/2002,manchester (uk/england),gb,oval,45,13/09/2002
1805,13/09/2003,warrington (uk/england),gb,circle,5,17/09/2003
1806,13/09/2003,manchester (uk/england),gb,other,1200,24/09/2003
1807,14/09/1980,todmorden (uk/england),gb,other,36,02/12/2000
1808,14/09/2003,london (uk/england),gb,circle,3600,31/10/2003
1809,14/09/2003,london (uk/england),gb,circle,3600,07/10/2003
1810,15/09/1967,birmingham (uk/england),gb,cigar,14400,18/02/2001
1811,15/09/1984,gravesend (uk/england),gb,triangle,180,26/07/2002
1812,15/09/1993,colchester (uk/england),gb,cigar,420,24/05/2005
1813,15/09/2000,wythenshawe (uk/england),gb,light,600,30/10/2006
1814,15/09/2000,ashburton (uk/england),gb,other,1200,24/05/2005
1815,15/09/2001,harrogate (uk/england),gb,rectangle,1800,20/11/2013
1816,15/09/2002,chichester (uk/england),gb,sphere,1200,19/09/2002
1817,15/09/2006,aberdeen (uk/scotland),gb,light,300,12/06/2007
1818,15/09/2007,london (uk/england),gb,changing,240,08/10/2007
1819,15/09/2007,london (uk/england),gb,teardrop,660,08/10/2007
1820,15/09/2010,bishop auckland (uk/england),gb,diamond,2700,21/11/2010
1821,15/09/2011,blackpool (uk/england),gb,disk,60,23/10/2013
1822,15/09/2011,oxford (uk/england),gb,sphere,120,04/07/2012
1823,16/09/1978,edinburgh (uk/scotland),gb,circle,60,05/08/2001
1824,16/09/1996,manchester (uk/england),gb,diamond,20,21/06/2000
1825,16/09/2000,glasgow (uk/scotland),gb,diamond,7,21/09/2000
1826,16/09/2001,falkirk (uk/scotland),gb,circle,10,12/06/2002
1827,16/09/2004,ruislip (uk/england),gb,formation,1200,29/09/2004
1828,16/09/2006,nottingham (uk/england),gb,fireball,1500,30/10/2006
1829,16/09/2007,loughton (uk/england),gb,triangle,180,08/10/2007
1830,16/09/2009,caersws (uk/wales),gb,cigar,90,12/12/2009
1831,17/09/2000,nottinghamshire (uk/england),gb,chevron,15,21/09/2000
1832,17/09/2000,birmingham (uk/england),gb,triangle,300,21/09/2000
1833,17/09/2002,swindon (uk/england),gb,disk,4,19/09/2002
1834,17/09/2009,harrogate (uk/england),gb,,120,12/12/2009
1835,18/09/1999,london (croydon) (uk/england),gb,unknown,10,19/09/2002
1836,18/09/2008,weymouth (uk/england),gb,triangle,5,31/10/2008
1837,18/09/2008,crudwell (uk/england),gb,circle,300,31/10/2008
1838,18/09/2009,doncaster (uk/england),gb,fireball,300,12/12/2009
1839,18/09/2009,grimsby (grimsby) (uk/england),gb,light,120,12/12/2009
1840,19/09/2008,stoke-on-trent (uk/england),gb,light,600,31/10/2008
1745,02/09/2002,peterborough (uk/england),gb,light,60,06/09/2002
1746,02/09/2005,leicester (uk/england),gb,oval,10,15/09/2005
1747,02/09/2006,bristol (uk/england),gb,other,30,30/10/2006
1748,02/09/2009,manchester (uk/england),gb,sphere,180,12/12/2009
1841,20/09/2000,swansea (uk/wales),gb,sphere,300,01/02/2007
1842,20/09/2000,bridgnorth (uk/england),gb,formation,2,02/12/2000
1843,20/09/2000,padstow (uk/england),gb,other,1200,22/02/2002
1844,20/09/2003,southampton (hampshire) (uk/england),gb,light,30,31/10/2003
1845,20/09/2008,timperley (uk/england),gb,light,2,31/10/2008
1846,20/09/2009,birmingham (uk/england),gb,light,240,12/12/2009
1847,20/09/2009,birmingham (uk/england),gb,other,120,12/12/2009
1848,21/09/1996,norwich (uk/england),gb,triangle,10,05/07/2005
1849,21/09/2003,liverpool (uk/england),gb,triangle,240,24/09/2003
1850,21/09/2004,plymouth (uk/england),gb,teardrop,30,27/10/2004
1851,21/09/2006,wakefield (uk/england),gb,light,60,30/10/2006
1852,21/09/2008,wakefield (uk/england),gb,sphere,300,31/10/2008
1853,21/09/2008,featherstone (uk/england),gb,flash,60,31/10/2008
1854,21/09/2008,cardiff (uk/wales),gb,unknown,60,31/10/2008
1855,21/09/2009,thame (uk/england),gb,fireball,120,12/12/2009
1856,21/09/2009,havant (uk/england),gb,teardrop,600,12/12/2009
1857,21/09/2011,walsall (uk/england),gb,circle,120,05/08/2012
1858,21/09/2012,burry port (uk/wales),gb,fireball,120,24/09/2012
1859,21/09/2012,alfreton (uk/england),gb,fireball,30,24/09/2012
1860,21/09/2012,warton (uk/england),gb,unknown,30,24/09/2012
1861,21/09/2012,derbyshire (uk/england),gb,fireball,120,24/09/2012
1862,21/09/2012,carmarthenshire (uk/england),gb,other,8,24/09/2012
1863,21/09/2012,glasgow (uk/scotland),gb,circle,10,24/09/2012
1864,21/09/2012,newcastle upon tyne (uk/england),gb,fireball,420,30/10/2012
1865,21/09/2012,pwllheli (uk/wales),gb,other,300,24/09/2012
1866,21/09/2012,redberth (uk/england),gb,fireball,600,24/09/2012
1867,21/09/2012,wolverhampton (uk/england),gb,changing,18,24/09/2012
1868,21/09/2012,derby (uk/england),gb,other,15,24/09/2012
1749,22/09/2000,penrith (uk/england),gb,triangle,3600,02/12/2000
1750,22/09/2007,keighley (uk/england),gb,sphere,600,08/10/2007
1751,22/09/2007,manchester (withington) (uk/england),gb,circle,600,08/10/2007
1752,22/09/2008,edinburgh (uk/scotland),gb,triangle,20,31/10/2008
1753,23/09/1999,sunderland (uk/england),gb,flash,10,16/02/2000
1754,23/09/2002,london (uk/england),gb,triangle,960,15/10/2002
1755,23/09/2002,swindon (uk/england),gb,disk,4,04/03/2003
1756,23/09/2003,basingstoke (uk/england),gb,cigar,60,10/05/2004
1757,23/09/2004,durham (uk/england),gb,unknown,7,29/09/2004
1758,24/09/1999,beaconsfield (uk/england),gb,triangle,60,31/10/2003
1759,24/09/2001,oldbury (uk/england),gb,triangle,120,12/10/2001
1760,24/09/2004,dunstable (uk/england),gb,teardrop,600,29/09/2004
1761,24/09/2006,leeds (uk/england),gb,circle,300,30/10/2006
1762,24/09/2006,manchester (uk/england),gb,light,120,30/10/2006
1763,24/09/2012,carmarthen (uk/wales),gb,triangle,300,24/09/2012
1764,24/09/2012,southport (uk/england),gb,circle,60,30/10/2012
1765,24/09/2013,warrington (uk/england),gb,disk,120,30/09/2013
1766,25/09/1996,oxford (uk/england),gb,unknown,600,12/10/2001
1767,25/09/2003,chester (uk/england),gb,triangle,180,03/12/2004
1768,25/09/2005,nottingham (uk/england),gb,changing,180,11/10/2005
1769,25/09/2006,salisbury (uk/england),gb,oval,120,01/02/2007
1770,25/09/2008,london (uk/england),gb,sphere,1,31/10/2008
1771,25/09/2008,shrewsbury (uk/england),gb,light,60,31/10/2008
1772,25/09/2008,newport (uk/wales),gb,light,5,31/10/2008
1773,25/09/2010,wolverhampton (uk/england),gb,fireball,600,21/11/2010
1774,25/09/2010,oldham (uk/england),gb,fireball,20,21/11/2010
1775,26/09/2002,middlesbrough (uk/england),gb,teardrop,900,24/05/2005
1776,26/09/2002,warminster (uk/england),gb,changing,30,28/09/2002
1777,26/09/2007,blandford forum (uk/england),gb,circle,600,04/03/2008
1778,26/09/2008,leeds (uk/england),gb,other,3600,31/10/2008
1779,26/09/2009,sunderland (uk/england),gb,formation,120,12/12/2009
1780,27/09/2000,newcastle (uk/england),gb,disk,180,02/12/2000
1781,27/09/2003,leicester (uk/england),gb,unknown,600,28/09/2003
1782,27/09/2012,newport (gwent) (uk/wales),gb,light,300,30/10/2012
1783,27/09/2013,bristol (uk/england),gb,unknown,30,30/09/2013
1784,28/09/2003,northamptonshire (uk/england),gb,oval,60,07/10/2003
1785,28/09/2003,norwich (norfolk) (uk/england),gb,oval,2,07/10/2003
1786,28/09/2008,bournemouth (uk/england),gb,circle,300,31/10/2008
1787,28/09/2008,selborne (hampshire) (uk/england),gb,light,2700,31/10/2008
1788,28/09/2009,butterwick (uk/england),gb,light,120,12/12/2009
1789,28/09/2012,london (uk/england),gb,circle,60,04/11/2012
1790,29/09/2001,craigavon (uk/northern ireland),gb,disk,120,12/10/2001
1791,29/09/2002,london (uk/england),gb,other,300,15/10/2002
1792,29/09/2002,colchester (uk/england),gb,light,360,15/10/2002
1793,29/09/2004,kent (uk/england),gb,changing,900,29/09/2004
1794,29/09/2004,brighton (uk/england),gb,sphere,15,27/10/2004
1795,29/09/2006,motherwell (uk/scotland),gb,other,240,30/10/2006
1796,29/09/2006,motherwell (uk/england),gb,other,480,07/12/2006
1797,29/09/2008,barnsley (uk/england),gb,circle,1200,31/10/2008
1798,29/09/2012,crawley (uk/england),gb,light,40,30/10/2012
1802,03/09/2000,london (uk/england),gb,circle,20,17/09/2000
1869,03/09/2004,yeovil (somerset) (uk/england),gb,unknown,1200,09/09/2004
1870,03/09/2013,glastonbury (uk/england),gb,other,30,09/09/2013
1799,30/09/2000,ipswich (uk/england),gb,sphere,8,02/12/2000
1800,30/09/2009,worcester (uk/england),gb,other,1,13/04/2010
1801,30/09/2012,london (uk/england),gb,circle,300,30/10/2012
1871,04/09/1998,nitshill (uk/scotland),gb,triangle,15,24/02/2001
1872,04/09/2003,gloucester (uk/england),gb,oval,30,09/09/2003
1873,04/09/2003,watford (uk/england),gb,oval,60,17/09/2003
1874,04/09/2004,london (uk/england),gb,light,10,09/09/2004
1875,04/09/2004,weymouth (uk/england),gb,light,3600,24/05/2005
1876,04/09/2007,newbridge (gwent) (uk/wales),gb,sphere,60,08/10/2007
1877,04/09/2009,inverness (uk/scotland),gb,circle,1800,12/12/2009
1878,04/09/2009,lancashire (uk/england),gb,,30,12/12/2009
1879,04/09/2010,telford (shropshire) (uk/england),gb,fireball,2100,21/11/2010
1880,04/09/2010,forfar (uk/scotland),gb,circle,300,21/11/2010
1881,04/09/2010,colchester (uk/england),gb,circle,300,21/11/2010
1882,05/09/1976,birmingham (uk/england),gb,circle,2400,05/07/2005
1883,05/09/1998,shrewsbury (uk/england),gb,circle,30,09/11/2004
1884,05/09/1999,peterborough (uk/england),gb,triangle,18,04/03/2003
1885,05/09/2003,derby (uk/england),gb,disk,2700,24/05/2005
1886,05/09/2005,fife (uk/england),gb,light,18000,11/10/2005
1887,05/09/2009,kent (uk/england),gb,circle,90,12/12/2009
1888,06/09/1995,stirling (uk/scotland),gb,other,360,20/08/2001
1889,06/09/2003,manchester (uk/england),gb,disk,120,12/09/2003
1890,07/09/1998,barnsley (uk/england),gb,circle,1800,16/07/2003
1891,07/09/2003,london (uk/england),gb,cigar,10,17/09/2003
1892,07/09/2003,luton (uk/england),gb,circle,20,09/09/2003
1893,07/09/2004,london (uk/england),gb,circle,600,16/07/2006
1894,08/09/1970,kirkby (merseyside) (uk/england),gb,egg,120,07/12/2006
1895,08/09/2003,fife (uk/scotland),gb,light,300,12/09/2003
1896,08/09/2004,grimsby (uk/england),gb,triangle,10,27/10/2004
1897,08/09/2007,hampshire (uk/england),gb,circle,600,08/10/2007
1898,08/09/2007,london (uk/england),gb,triangle,30,08/10/2007
1899,08/09/2012,kent (uk/england),gb,formation,900,24/09/2012
1900,08/09/2012,london (uk/england),gb,teardrop,120,24/09/2012
1901,09/09/2001,lincoln (uk/england),gb,triangle,1500,12/10/2001
1902,09/09/2006,yorkshire (uk/england),gb,light,300,30/10/2006
1903,09/09/2007,christchurch (uk/england),gb,other,600,08/10/2007
1904,09/09/2009,aberdeen (uk/scotland),gb,light,6,12/12/2009
1905,09/09/2009,nottinghamshire (uk/england),gb,fireball,600,12/12/2009
